"","rn","CELL","FRAME","NucleusMean_Ch2","IntersectionMean_Ch2","NucleusMean_Ch1","IntersectionMean_Ch1","NFratio_Ch2","NFratio_Ch1","T0Means_Ch2","T0Means_Ch1","ScaledINT_Ch2","ScaledINT_Ch1","TIME","Ch1_1stSlope","Ch1_2ndSlope","Ch2_1stSlope","Ch2_2ndSlope"
"24","41","103","02",1977.642,2161.772,2904.357,3081.033,1.0931058300744,1.06083136473925,1.02761837555375,0.992966794024289,0.0637274070594174,0.0683452569847998,35,-0.0023840008939602,-0.00116025274864004,0.00164481837600812,-0.00030831039539255
"25","42","103","03",1964.204,2109.419,2619.987,2864.32,1.07393071188125,1.09325733295623,1.02761837555375,0.992966794024289,0.0450676412851647,0.101000899058755,45,0.00326556420739554,0.000564956510135575,-0.00186597657742527,-0.000351079495343338
"26","43","103","04",1937.224,2098.22,2680.152,2870.467,1.08310654833927,1.07100903232354,1.02761837555375,0.992966794024289,0.053996867033077,0.0785950132158615,55,-0.00224058858428937,-0.000550615279168491,0.000892922574791233,0.00027588991522165
"27","44","103","05",1953.192,2259.108,2684.25,2753.358,1.15662361918337,1.02574573903325,1.02761837555375,0.992966794024289,0.125538085634271,0.0330111190084355,65,-0.0045583894207426,-0.000231780083645323,0.00715412186011939,0.000626119928532816
"28","45","103","06",1903.205,2069.619,2510.237,2620.237,1.08743882030575,1.04382056355635,1.02761837555375,0.992966794024289,0.0582127044193441,0.0512139679172559,75,0.00182028489088204,0.000637867431162464,-0.00673253812149268,-0.00138866599816121
"29","46","103","07",1921.267,2014.512,2472.165,2583.261,1.04853307739112,1.04493874802046,1.02761837555375,0.992966794024289,0.0203525961922359,0.0523400725068952,85,0.000112610458963935,-0.00017076744319181,-0.00378601082271082,0.000294652729878186
"30","47","103","08",1845.217,2006.787,2570.932,2795.222,1.08756151715489,1.08724073604436,1.02761837555375,0.992966794024289,0.0583321036555433,0.0949416864566022,95,0.0042601613949707,0.000414755093600676,0.00379795074633074,0.000758396156904155
"31","48","103","09",1850.294,1921.897,2504.665,2611.415,1.03869817445228,1.0426204702026,1.02761837555375,0.992966794024289,0.0107820171010031,0.0500053742754847,105,-0.00449363121811175,-0.000875379261308245,-0.00475500865545402,-0.000855295940178475
"32","49","103","10",1785.502,1831.478,2530.5,2759.736,1.02574962111496,1.09058921161826,1.02761837555375,0.992966794024289,-0.00181852960520024,0.0983138793577623,115,0.00483085050822776,0.000932448172633951,-0.00126005467062034,0.000349495398483368
"33","50","103","11",1963.676,2110.364,2651.246,2806.822,1.07470071437447,1.0586803336997,1.02761837555375,0.992966794024289,0.0458169491133784,0.0661789901443626,125,-0.00321348892133997,-0.000804433942956773,0.00476354787185787,0.00060236025424782
"34","51","103","12",1840.487,1844.081,2403.466,2614.588,1.00195274402916,1.08784064347072,1.02761837555375,0.992966794024289,-0.0249758394119396,0.0955458430406597,135,0.00293668528962971,0.000615017421096968,-0.0070792788525318,-0.00118428267243897
"35","52","103","13",1743.653,1723.231,2600.147,2692.657,0.988287807264404,1.03557875766255,1.02761837555375,0.992966794024289,-0.038273515952021,0.042913785128263,145,-0.00526320579123967,-0.000819989108086938,-0.00132976765400814,0.000574951119852366
"36","53","103","14",1760.507,1723.015,2668.356,2692.544,0.978703862012477,1.00906475747614,1.02761837555375,0.992966794024289,-0.0475998821205537,0.0162119856864575,155,-0.00267017994418055,0.000259302584705912,-0.000932636616853266,3.97131037154874e-05
"37","54","103","15",1714.558,1860.947,2797.706,3143.023,1.08538002213982,1.12342862330781,1.02761837555375,0.992966794024289,0.0562092387214663,0.131385893333639,165,0.0115173907647182,0.00141875707088987,0.010380912084202,0.00113135487010553
"38","55","103","16",1799.796,1909.711,2535.337,2748.795,1.06107081024738,1.08419314670989,1.02761837555375,0.992966794024289,0.0325533636702504,0.0918725109788157,175,-0.00395133823548235,-0.00154687290002005,-0.00236558750512159,-0.00127464995893236
"39","56","103","17",1756.841,1921.17,2579.5,2695.098,1.09353663763539,1.04481411126187,1.02761837555375,0.992966794024289,0.0641466361927605,0.0522145529433635,185,-0.00396579580354521,-1.44575680628639e-06,0.00315932725225101,0.00055249147573726
"40","57","103","18",1775.435,1913.67,2652.799,2881.432,1.07785979210729,1.08618557229553,1.02761837555375,0.992966794024289,0.0488911231530504,0.0938790489593722,195,0.00416644960160086,0.000813224540514608,-0.00152555130397101,-0.000468487855622202
"41","58","103","19",1633.42,1688.069,2417.581,2630.896,1.03345679617,1.08823489264682,1.02761837555375,0.992966794024289,0.00568150663236477,0.0959428846924804,205,0.00020638357331082,-0.000396006602829004,-0.00432096165206857,-0.000279541034809756
"42","59","103","20",1621.684,1587.255,2538.586,2661,0.978769599996054,1.04822133266314,1.02761837555375,0.992966794024289,-0.0475359109176826,0.0556459077699059,215,-0.00402969769225745,-0.000423608126556827,-0.00532174175500474,-0.000100078010293617
"43","60","104","00",2274.007,2458.571,2336.232,2507.554,1.08116245904256,1.07333261422667,1.08116245904256,1.07333261422667,0,0,15,NA,NA,NA,NA
"44","61","104","01",2086.867,2260.337,2147.624,2346.821,1.08312460736597,1.09275226948479,1.08116245904256,1.07333261422667,0.00181485058697417,0.0180928586355418,25,0.00180928586355418,NA,0.000181485058697417,NA
"45","62","104","02",2211.49,2334.32,2351.343,2474.844,1.05554173882767,1.05252360034244,1.08116245904256,1.07333261422667,-0.0236973823874559,-0.0193872930053647,35,-0.00374801516409065,-0.000555730102764482,-0.00255122329744301,-0.000273270835614042
"46","63","104","03",2130.793,2257.029,2424.262,2608.69,1.05924367125291,1.07607593568682,1.08116245904256,1.07333261422667,-0.0202733526366274,0.00255589127152955,45,0.00219431842768942,0.000594233359178007,0.000342402975082845,0.000289362627252585
"47","64","104","04",2382.956,2463.724,2502.746,2672.109,1.03389403748957,1.06767087031604,1.08116245904256,1.07333261422667,-0.0437199989304563,-0.00527492022098275,55,-0.00078308114925123,-0.000297739957694065,-0.00234466462938289,-0.000268706760446573
"48","65","104","05",2215.723,2400.32,2554.187,2689.01,1.08331230934553,1.05278509365211,1.08116245904256,1.07333261422667,0.00198846184954404,-0.0191436655349975,65,-0.00138687453140147,-6.03793382150242e-05,0.00457084607800004,0.000691551070738292
"49","66","104","06",2267.896,2394.128,2414.628,2540.972,1.05566040065329,1.05232441601771,1.08116245904256,1.07333261422667,-0.0235876284604378,-0.0195728685875255,75,-4.29203052528027e-05,0.000134395422614867,-0.00255760903099819,-0.000712845510899822
"50","67","104","07",2184.771,2295.023,2419.284,2573.783,1.05046387012643,1.06386145653011,1.08116245904256,1.07333261422667,-0.0283940573956973,-0.00882406587763973,85,0.00107488027098858,0.000111780057624138,-0.000480642893525951,0.000207696613747224
"51","68","104","08",2211.281,2184.704,2389.843,2489.725,0.987981174712757,1.04179437728755,1.08116245904256,1.07333261422667,-0.0861862003720726,-0.0293834702505957,95,-0.0020559404372956,-0.000313082070828418,-0.00577921429763753,-0.000529857140411157
"52","69","104","09",2188.276,2343,2395.971,2538.505,1.07070588901948,1.0594890338823,1.08116245904256,1.07333261422667,-0.00967159924544392,-0.0128977543036338,105,0.00164857159469619,0.000370451203199179,0.00765146011266287,0.00134306744103004
"53","70","104","10",2126.146,2198.296,2327.884,2486.876,1.03393464042451,1.06829893585763,1.08116245904256,1.07333261422667,-0.0436824440425727,-0.00468976559765433,115,0.00082079887059795,-8.27772724098241e-05,-0.00340108447971288,-0.00110525445923757
"54","71","104","11",2296.023,2340.92,2376.56,2568.216,1.01955424662558,1.08064429259097,1.08116245904256,1.07333261422667,-0.0569833070892434,0.0068121272636168,125,0.00115018928612711,3.29390415529163e-05,-0.00133008630466707,0.000207099817504581
"55","72","104","12",2093.552,2243.75,2414.724,2594.891,1.07174314275451,1.07461183969679,1.08116245904256,1.07333261422667,-0.00871221175806347,0.00119182577065913,135,-0.000562030149295767,-0.000171221943542288,0.00482710953311799,0.000615719583778506
"56","73","104","13",2118.353,2259.13,2350.216,2536.248,1.06645587397379,1.07915527764257,1.08116245904256,1.07333261422667,-0.0136025672606093,0.00542484532634058,145,0.000423301955568145,9.85332104863912e-05,-0.00048903555025458,-0.000531614508337257
"57","74","104","14",2111.594,2215.871,2620.09,2770.735,1.04938307269295,1.05749611654561,1.08116245904256,1.07333261422667,-0.0293937197724692,-0.0147545108302374,155,-0.0020179356156578,-0.000244123757122594,-0.00157911525118599,-0.000109007970093141
"58","75","104","15",2152.366,2301.29,2629.331,2960.797,1.06919083464429,1.12606476704531,1.08116245904256,1.07333261422667,-0.0110729190586861,0.0491293678396509,165,0.00638838786698883,0.000840632348264663,0.00183208007137831,0.00034111953225643
"59","76","104","16",1954.757,2187.846,2676.841,3001.817,1.11924193135003,1.12140280278134,1.08116245904256,1.07333261422667,0.0352208606477091,0.0447859199632197,175,-0.000434344787643126,-0.000682273265463196,0.00462937797063953,0.000279729789926122
"60","77","104","17",2011.894,2034.038,2471.464,2588.173,1.01100654408234,1.04722261784918,1.08116245904256,1.07333261422667,-0.0648893368183976,-0.0243260998793964,185,-0.00691120198426161,-0.000647685719661848,-0.0100110197466107,-0.00146403977172502
"61","78","104","18",1966.043,2075.771,2541.727,2705.245,1.05581159720311,1.06433342369184,1.08116245904256,1.07333261422667,-0.0234477821787289,-0.00838434462490356,195,0.00159417552544928,0.000850537750971089,0.00414415546396687,0.00141551752105775
"62","79","104","19",1994.719,2119.404,2265.019,2489.768,1.06250755118891,1.09922609920712,1.08116245904256,1.07333261422667,-0.0172544909394725,0.0241243810513498,205,0.00325087256762534,0.000165669704217606,0.000619329123925638,-0.000352482634004123
"63","80","104","20",1900.068,2030.474,2399.212,2626.392,1.06863228052891,1.09468942302723,1.08116245904256,1.07333261422667,-0.011589542726771,0.0198976612817692,215,-0.000422671976958067,-0.000367354454458341,0.000566494821270147,-5.28343026554912e-06
"64","117","11","00",2384.267,2403.615,2253.787,2315.224,1.00811486297466,1.0272594526457,1.00811486297466,1.0272594526457,0,0,15,NA,NA,NA,NA
"65","118","11","01",2407.425,2391.966,2437.55,2556.734,0.993578616156266,1.0488949970257,1.00811486297466,1.0272594526457,-0.0144192366884659,0.0210614215564306,25,0.00210614215564306,NA,-0.00144192366884659,NA
"66","119","11","02",2392.079,2449.891,2313.51,2363.329,1.02416809812719,1.02153394625482,1.00811486297466,1.0272594526457,0.0159240139612336,-0.00557357381928358,35,-0.00266349953757142,-0.000476964169321449,0.00303432506496994,0.000447624873381653
"67","120","11","03",2512.558,2586.106,2276.353,2342.495,1.02927216008546,1.02905612618078,1.00811486297466,1.0272594526457,0.0209869905581705,0.00174899683857976,45,0.000732257065786335,0.000339575660335776,0.0005062976596937,-0.000252802740527625
"68","121","11","04",2395.609,2542.806,2275.763,2506.446,1.0614445011686,1.1013651245758,1.00811486297466,1.0272594526457,0.0529003590291066,0.072139196908084,55,0.00703902000695042,0.000630676294116409,0.00319133684709361,0.000268503918739991
"69","122","11","05",2163.931,2381.495,2169.082,2432.065,1.10054109858401,1.12124161281132,1.00811486297466,1.0272594526457,0.091682246739851,0.0914882407979456,65,0.00193490438898616,-0.000510411561796427,0.00387818877107444,6.86851923980836e-05
"70","123","11","06",2240.263,2456.698,2170.69,2368.509,1.09661142464077,1.0911318520839,1.00811486297466,1.0272594526457,0.0877842048722317,0.0621774754894626,75,-0.0029310765308483,-0.000486598091983446,-0.000389804186761933,-0.000426799295783638
"71","124","11","07",2350.651,2599.62,2173.535,2341.916,1.10591491463429,1.07746873181246,1.00811486297466,1.0272594526457,0.097012806031892,0.0488769210518782,85,-0.00133005544375844,0.000160102108708986,0.000922860115966029,0.000131266430272796
"72","125","11","08",2371.5,2643.772,2220.411,2450.327,1.11481003584229,1.10354659565279,1.00811486297466,1.0272594526457,0.10583632558775,0.0742627802651092,95,0.0025385859213231,0.000386864136508154,0.00088235195558577,-4.05081603802593e-06
"73","126","11","09",2399.285,2601.047,2340,2525.091,1.08409255257295,1.07909871794872,1.00811486297466,1.0272594526457,0.075366103991471,0.0504636537239969,105,-0.00237991265411124,-0.000491849857543434,-0.00304702215962787,-0.000392937411521363
"74","127","11","10",2302.02,2502.103,2207.94,2423.717,1.08691627353368,1.09772774622499,1.00811486297466,1.0272594526457,0.0781670952916025,0.068598340368438,115,0.00181346866444412,0.000419338131855535,0.000280099130013145,0.000332712128964101
"75","128","11","11",2192.294,2349.67,2309.561,2496.076,1.07178599220725,1.08075777171506,1.00811486297466,1.0272594526457,0.0631586058008471,0.0520786826848563,125,-0.00165196576835818,-0.000346543443280229,-0.00150084894907554,-0.000178094807908868
"76","129","11","12",2303.546,2435.717,2285.503,2460.765,1.05737719151256,1.07668421349698,1.00811486297466,1.0272594526457,0.0488657893531561,0.0481132207875907,135,-0.000396546189726554,0.000125541957863162,-0.0014292816447691,7.15673043064414e-06
"77","130","11","13",1996.055,2144.024,2172.219,2309.559,1.07413072285082,1.06322566923501,1.00811486297466,1.0272594526457,0.0654844624365234,0.0350118137113995,145,-0.00131014070761912,-9.13594517892569e-05,0.00166186730833673,0.000309114895310583
"78","131","11","14",1989.753,2097.049,2156.816,2248.616,1.05392428105398,1.04256274063249,1.00811486297466,1.0272594526457,0.0454406732424828,0.014897198509463,155,-0.00201146152019365,-7.01320812574524e-05,-0.00200437891940406,-0.000366624622774079
"79","132","11","15",2123.372,2293.182,2109.215,2327.889,1.07997185608551,1.10367553805563,1.00811486297466,1.0272594526457,0.0712785772236522,0.0743883010403219,165,0.00594911025308589,0.000796057177327953,0.00258379039811694,0.0004588169317521
"80","133","11","16",2083.849,2180.646,2057.574,2348.98,1.04645106243303,1.14162601199276,1.00811486297466,1.0272594526457,0.0380276106090223,0.111331717661503,175,0.00369434166211813,-0.000225476859096776,-0.00332509666146299,-0.000590888705957993
"81","134","11","17",1946.935,2105.221,2121.394,2276.694,1.08130009476433,1.07320658020151,1.00811486297466,1.0272594526457,0.0725961241893882,0.0447278702935952,185,-0.0066603847367908,-0.00103547263989089,0.00345685135803659,0.000678194801949958
"82","135","11","18",1929.361,2036.792,2132.559,2297.35,1.05568216627163,1.07727382923521,1.00811486297466,1.0272594526457,0.0471844082891655,0.0486871904275894,195,0.000395932013399425,0.000705631675019023,-0.00254117159002227,-0.000599802294805887
"83","136","11","19",1974.5,2128.336,2215.615,2418.812,1.07791136996708,1.09171133071405,1.00811486297466,1.0272594526457,0.0692346770748646,0.0627415770206323,205,0.00140543865930429,0.000100950664590487,0.00220502687856992,0.000474619846859219
"84","137","11","20",1798.633,2051.847,2146.912,2253.078,1.14078136006623,1.04945055968759,1.00811486297466,1.0272594526457,0.131598592545406,0.0216022417557051,215,-0.00411393352649272,-0.000551937218579701,0.00623639154705413,0.000403136466848422
"85","138","110","00",2702.561,2964.876,2468.95,2733.588,1.09706163894173,1.1071864557808,1.09706163894173,1.1071864557808,0,0,15,NA,NA,NA,NA
"86","139","110","01",2643.875,2830.75,2480.005,2727.01,1.07068223724647,1.09959858951897,1.09706163894173,1.1071864557808,-0.0240455055202828,-0.00685328674516161,25,-0.000685328674516161,NA,-0.00240455055202828,NA
"87","140","110","02",2599.502,2746.268,2502.852,2538.897,1.05645927566126,1.01440157068816,1.09706163894173,1.1071864557808,-0.0370101021120701,-0.083802402574737,35,-0.00769491158295754,-0.000700958290844138,-0.00129645965917873,0.000110809089284956
"88","141","110","03",2456.475,2566.72,2383.628,2537.667,1.04487934947435,1.06462375840525,1.09706163894173,1.1071864557808,-0.0475655037192974,-0.0384422128299318,45,0.00453601897448053,0.00122309305574381,-0.00105554016072272,2.40919498456005e-05
"89","142","110","04",2462.213,2710.443,2317.441,2472.204,1.10081581081734,1.06678185118844,1.09706163894173,1.1071864557808,0.00342202456302609,-0.0364930444925462,55,0.000194916833738556,-0.000434110214074197,0.00509875282823234,0.000615429298895507
"90","143","110","05",2433.727,2709.293,2410.448,2627.327,1.11322798325367,1.08997456074555,1.09706163894173,1.1071864557808,0.0147360401075851,-0.0155456155965215,65,0.00209474288960247,0.000189982605586392,0.0011314015544559,-0.000396735127377644
"91","144","110","06",2431.275,2722.629,2396.463,2567.117,1.11983588857698,1.07121078022068,1.09706163894173,1.1071864557808,0.0207593163655055,-0.032492879019861,75,-0.00169472634233395,-0.000378946923193643,0.000602327625792043,-5.29073928663859e-05
"92","145","110","07",2398.449,2790.563,2610.144,2895.562,1.16348648647522,1.10934952247845,1.09706163894173,1.1071864557808,0.0605479630092292,0.0019536607283821,85,0.00344465397482431,0.000513938031715826,0.00397886466437236,0.000337653703858032
"93","146","110","08",2450.377,2783.971,2618.006,2875.81,1.13613986745713,1.09847341831913,1.09706163894173,1.1071864557808,0.0356208139344811,-0.00786953039045291,95,-0.000982319111883501,-0.000442697308670781,-0.0024927149074748,-0.000647157957184716
"94","147","110","09",2357.515,2645.398,2464.449,2741.6,1.12211290278111,1.1124596207915,1.09706163894173,1.1071864557808,0.0228348735842612,0.004762671168143,105,0.00126322015585959,0.000224553926774309,-0.001278594035022,0.000121412087245281
"95","148","110","10",2520.113,2922.554,2500.425,2944.137,1.1596916487475,1.17745463271244,1.09706163894173,1.1071864557808,0.0570888704723853,0.0634655315414669,115,0.00587028603733239,0.000460706588147281,0.00342539968881241,0.000470399372383441
"96","149","110","11",2355.56,2695.873,2417.782,2634.567,1.14447222741089,1.08966275702276,1.09706163894173,1.1071864557808,0.043215975097713,-0.015827233675543,125,-0.00792927652170099,-0.00137995625590334,-0.00138728953746723,-0.000481268922627964
"97","150","110","12",2381.066,2760.842,2470.508,2782.35,1.15949830874071,1.12622586123987,1.09706163894173,1.1071864557808,0.0569126360659244,0.0171962051736354,135,0.00330234388491784,0.00112316204066188,0.00136966609682114,0.000275695563428837
"98","151","110","13",2345.089,2557.157,2515.506,2826.737,1.09043068301459,1.12372500801032,1.09706163894173,1.1071864557808,-0.00604428747826513,0.014937458946656,145,-0.000225874622697941,-0.000352821850761578,-0.00629569235441896,-0.00076653584512401
"99","152","110","14",2429.153,2728.645,2524.193,2910.762,1.12329071079508,1.15314557959712,1.09706163894173,1.1071864557808,0.0239084759892356,0.0415098320399105,155,0.00265723730932546,0.00028831119320234,0.00299527634675008,0.000929096870116903
"100","153","110","15",2336.419,2747.209,2565.064,2876.483,1.17582034729216,1.12140788689873,1.09706163894173,1.1071864557808,0.0717905954914289,0.012844657775281,165,-0.00286651742646296,-0.000552375473578841,0.00478821195021932,0.000179293560346925
"101","154","110","16",2258.688,2490.118,2436.983,2743.114,1.10246213731157,1.12561884920822,1.09706163894173,1.1071864557808,0.0049226936556197,0.0166479578314795,175,0.000380330005619856,0.000324684743208281,-0.00668679018358091,-0.00114750021338002
"102","155","110","17",2213.686,2431.679,2452.348,2799.79,1.09847512248801,1.14167728234329,1.09706163894173,1.1071864557808,0.00128842673566343,0.0311517778983017,185,0.00145038200668222,0.000107005200106236,-0.000363426691995627,0.000632336349158529
"103","156","110","18",2356.82,2569.571,2475.644,2663.922,1.09027036430444,1.07605213027398,1.09706163894173,1.1071864557808,-0.00619042212052634,-0.0281202189064534,195,-0.00592719968047551,-0.000737758168715773,-0.000747884885618977,-3.84458193623349e-05
"104","157","110","19",2068.766,2457.652,2328.99,2385.012,1.18797969417518,1.02405420375356,1.09706163894173,1.1071864557808,0.0828741540185003,-0.0750842386060564,205,-0.0046964019699603,0.000123079771051522,0.00890645761390266,0.000965434249952164
"105","158","110","20",2170.722,2339.093,2342.653,2603.67,1.07756451540087,1.11141940355657,1.09706163894173,1.1071864557808,-0.0177721313450274,0.00382315711474557,215,0.0078907395720802,0.00125871415420405,-0.0100646285363528,-0.00189710861502554
"106","159","114","00",2625.359,2387.74,2632.359,2069.625,0.909490854393628,0.786224447349317,0.909490854393628,0.786224447349317,0,0,15,NA,NA,NA,NA
"107","160","114","01",2450.966,2293.657,2540.094,1961.818,0.93581755112066,0.77234070865094,0.909490854393628,0.786224447349317,0.0289466316234537,-0.0176587471239096,25,-0.00176587471239096,NA,0.00289466316234537,NA
"108","161","114","02",2559.736,2384.764,2678.889,2112.222,0.931644513340438,0.788469399068047,0.909490854393628,0.786224447349317,0.0243583086512518,0.00285535730451847,35,0.0020514104428428,0.000381728515523376,-0.000458832297220191,-0.000335349545956556
"109","162","114","03",2451.01,2359.2,2507.348,2322.07,0.962541972492972,0.926105989276319,0.909490854393628,0.786224447349317,0.0583305679689485,0.177915533406014,45,0.0175060176101496,0.00154546071673068,0.00339722593176968,0.000385605822898987
"110","163","114","04",2288.368,2087.087,2407.387,2029.29,0.912041682107074,0.842942991716745,0.909490854393628,0.786224447349317,0.00280467659583761,0.0721403977689192,55,-0.0105775135637095,-0.00280835311738591,-0.00555258913731109,-0.000894981506908077
"111","164","114","05",2451.724,2502.37,2443.048,2277.206,1.02065730074021,0.932116765614102,0.909490854393628,0.786224447349317,0.122229317435746,0.185560648433978,65,0.0113420250665059,0.00219195386302154,0.0119424640839908,0.00174950532213019
"112","165","114","06",2369.495,2520.164,2631.812,2467.833,1.06358696684315,0.937693497863829,0.909490854393628,0.786224447349317,0.169431184167604,0.192653702165045,75,0.000709305373106739,-0.00106327196933991,0.00472018667318586,-0.000722227741080494
"113","166","114","07",2363.294,2486.557,2386.85,2342.333,1.05215728555144,0.981349058382387,0.909490854393628,0.786224447349317,0.156864063523682,0.248179272077986,85,0.00555255699129407,0.000484325161818733,-0.00125671206439217,-0.000597689873757803
"114","167","114","08",2302.684,2161.439,2446.856,2270.306,0.938660710718448,0.92784618302017,0.909490854393628,0.786224447349317,0.0320727318849938,0.180128888319763,95,-0.00680503837582225,-0.00123575953671163,-0.0124791331638689,-0.00112224210994767
"115","168","114","09",2320.777,2455.609,2488.56,2973.956,1.05809778363022,1.19505095316167,0.909490854393628,0.786224447349317,0.163395737866628,0.519987017944649,105,0.0339858129624886,0.00407908513383108,0.0131323005981634,0.00256114337620322
