 ,Label,Area,Mean
1128,126_04.tif_C1:Intersection-C1,1.026,2563.741
1129,126_05.tif_C2:Nucleus-C2,2.949,2008.652
1130,126_05.tif_C2:Intersection-C2,0.815,2080.202
1131,126_05.tif_C1:Nucleus-C1,2.977,2191.409
1132,126_05.tif_C1:Intersection-C1,1.017,2368.982
1133,126_06.tif_C2:Nucleus-C2,2.903,1945.006
1134,126_06.tif_C2:Intersection-C2,0.861,1983.096
1135,126_06.tif_C1:Nucleus-C1,2.720,2341.118
1136,126_06.tif_C1:Intersection-C1,0.879,2517.219
1137,126_07.tif_C2:Nucleus-C2,2.876,1937.389
1138,126_07.tif_C2:Intersection-C2,1.026,2161.527
1139,126_07.tif_C1:Nucleus-C1,2.729,2332.923
1140,126_07.tif_C1:Intersection-C1,1.026,2649.357
1141,126_08.tif_C2:Nucleus-C2,2.803,1953.203
1142,126_08.tif_C2:Intersection-C2,0.815,2061.798
1143,126_08.tif_C1:Nucleus-C1,2.729,2308.141
1144,126_08.tif_C1:Intersection-C1,0.934,2521.157
1145,126_09.tif_C2:Nucleus-C2,2.867,1904.492
1146,126_09.tif_C2:Intersection-C2,0.870,1990.263
1147,126_09.tif_C1:Nucleus-C1,2.766,2302.530
1148,126_09.tif_C1:Intersection-C1,0.898,2477.194
1149,126_10.tif_C2:Nucleus-C2,3.334,1889.761
1150,126_10.tif_C2:Intersection-C2,0.953,2018.635
1151,126_10.tif_C1:Nucleus-C1,3.270,2158.524
1152,126_10.tif_C1:Intersection-C1,1.026,2397.902
1153,126_11.tif_C2:Nucleus-C2,3.123,1897.287
1154,126_11.tif_C2:Intersection-C2,0.852,2047.860
1155,126_11.tif_C1:Nucleus-C1,2.894,2317.247
1156,126_11.tif_C1:Intersection-C1,0.962,2569.933
1157,126_12.tif_C2:Nucleus-C2,3.087,1856.160
1158,126_12.tif_C2:Intersection-C2,1.017,2098.342
1159,126_12.tif_C1:Nucleus-C1,2.665,2357.605
1160,126_12.tif_C1:Intersection-C1,1.026,2745.670
1161,126_13.tif_C2:Nucleus-C2,2.986,1884.764
1162,126_13.tif_C2:Intersection-C2,1.017,2142.405
1163,126_13.tif_C1:Nucleus-C1,2.876,2200.146
1164,126_13.tif_C1:Intersection-C1,1.026,2541.750
1165,126_14.tif_C2:Nucleus-C2,3.114,1819.765
1166,126_14.tif_C2:Intersection-C2,1.017,1963.018
1167,126_14.tif_C1:Nucleus-C1,2.674,2281.462
1168,126_14.tif_C1:Intersection-C1,1.026,2612.509
1169,126_15.tif_C2:Nucleus-C2,3.215,1796.313
1170,126_15.tif_C2:Intersection-C2,0.833,1858.176
1171,126_15.tif_C1:Nucleus-C1,2.784,2259.783
1172,126_15.tif_C1:Intersection-C1,1.017,2414.559
1173,126_16.tif_C2:Nucleus-C2,2.968,1834.219
1174,126_16.tif_C2:Intersection-C2,0.934,1992.990
1175,126_16.tif_C1:Nucleus-C1,2.702,2236.342
1176,126_16.tif_C1:Intersection-C1,1.026,2516.875
1177,126_17.tif_C2:Nucleus-C2,3.242,1749.910
1178,126_17.tif_C2:Intersection-C2,0.971,1969.368
1179,126_17.tif_C1:Nucleus-C1,2.968,2189.910
1180,126_17.tif_C1:Intersection-C1,1.026,2503.634
1181,126_18.tif_C2:Nucleus-C2,3.435,1670.923
1182,126_18.tif_C2:Intersection-C2,0.998,1803.220
1183,126_18.tif_C1:Nucleus-C1,2.858,2242.417
1184,126_18.tif_C1:Intersection-C1,1.026,2557.009
1185,126_19.tif_C2:Nucleus-C2,3.187,1734.359
1186,126_19.tif_C2:Intersection-C2,0.577,1760.857
1187,126_19.tif_C1:Nucleus-C1,2.949,2200.870
1188,126_19.tif_C1:Intersection-C1,0.779,2261.059
1189,126_20.tif_C2:Nucleus-C2,3.233,1707.065
1190,126_20.tif_C2:Intersection-C2,0.760,1743.759
1191,126_20.tif_C1:Nucleus-C1,2.812,2257.134
1192,126_20.tif_C1:Intersection-C1,0.861,2447.904
1193,132_00.tif_C2:Nucleus-C2,2.574,1806.075
1194,132_00.tif_C2:Intersection-C2,0.980,1881.897
1195,132_00.tif_C1:Nucleus-C1,2.775,1571.587
1196,132_00.tif_C1:Intersection-C1,0.907,1769.010
1197,132_01.tif_C2:Nucleus-C2,2.400,1849.565
1198,132_01.tif_C2:Intersection-C2,0.815,1940.719
1199,132_01.tif_C1:Nucleus-C1,2.455,1678.250
1200,132_01.tif_C1:Intersection-C1,0.852,1766.505
1201,132_02.tif_C2:Nucleus-C2,2.198,1858.996
1202,132_02.tif_C2:Intersection-C2,0.815,1985.607
1203,132_02.tif_C1:Nucleus-C1,2.079,1706.617
1204,132_02.tif_C1:Intersection-C1,0.733,1748.575
1205,132_04.tif_C2:Nucleus-C2,2.299,1811.187
1206,132_04.tif_C2:Intersection-C2,1.026,2041.188
1207,132_04.tif_C1:Nucleus-C1,2.216,1626.785
1208,132_04.tif_C1:Intersection-C1,0.998,1750.890
1209,132_05.tif_C2:Nucleus-C2,2.253,1838.480
1210,132_05.tif_C2:Intersection-C2,0.797,1964.517
1211,132_05.tif_C1:Nucleus-C1,2.207,1656.905
1212,132_05.tif_C1:Intersection-C1,0.907,1757.606
1213,132_06.tif_C2:Nucleus-C2,2.436,1774.203
1214,132_06.tif_C2:Intersection-C2,0.980,1914.907
1215,132_06.tif_C1:Nucleus-C1,2.162,1650.589
1216,132_06.tif_C1:Intersection-C1,0.861,1757.532
1217,132_07.tif_C2:Nucleus-C2,2.317,1750.257
1218,132_07.tif_C2:Intersection-C2,0.989,1890.870
1219,132_07.tif_C1:Nucleus-C1,2.500,1597.059
1220,132_07.tif_C1:Intersection-C1,0.879,1743.208
1221,132_08.tif_C2:Nucleus-C2,2.271,1776.016
1222,132_08.tif_C2:Intersection-C2,0.852,1882.344
1223,132_08.tif_C1:Nucleus-C1,2.317,1623.925
1224,132_08.tif_C1:Intersection-C1,0.934,1635.255
1225,132_09.tif_C2:Nucleus-C2,2.409,1726.221
1226,132_09.tif_C2:Intersection-C2,0.861,1839.053
1227,132_09.tif_C1:Nucleus-C1,2.555,1575.247
1228,132_09.tif_C1:Intersection-C1,0.788,1752.593
1229,132_10.tif_C2:Nucleus-C2,2.455,1733.052
1230,132_10.tif_C2:Intersection-C2,0.898,1815.929
1231,132_10.tif_C1:Nucleus-C1,2.326,1623.858
1232,132_10.tif_C1:Intersection-C1,0.806,1627.239
1233,132_11.tif_C2:Nucleus-C2,2.345,1704.398
1234,132_11.tif_C2:Intersection-C2,0.925,1709.149
1235,132_11.tif_C1:Nucleus-C1,2.354,1600.292
1236,132_11.tif_C1:Intersection-C1,0.861,1666.596
1237,132_12.tif_C2:Nucleus-C2,2.189,1720.490
1238,132_12.tif_C2:Intersection-C2,0.898,1832.102
1239,132_12.tif_C1:Nucleus-C1,2.281,1630.948
1240,132_12.tif_C1:Intersection-C1,0.925,1702.604
1241,132_13.tif_C2:Nucleus-C2,2.345,1695.516
1242,132_13.tif_C2:Intersection-C2,0.705,1735.325
1243,132_13.tif_C1:Nucleus-C1,2.308,1592.135
1244,132_13.tif_C1:Intersection-C1,0.669,1644.274
1245,132_14.tif_C2:Nucleus-C2,2.226,1699.432
1246,132_14.tif_C2:Intersection-C2,0.595,1759.354
1247,132_14.tif_C1:Nucleus-C1,2.207,1654.112
1248,132_14.tif_C1:Intersection-C1,0.742,1688.346
1249,132_15.tif_C2:Nucleus-C2,2.473,1644.700
1250,132_15.tif_C2:Intersection-C2,0.696,1697.645
1251,132_15.tif_C1:Nucleus-C1,2.482,1588.860
1252,132_15.tif_C1:Intersection-C1,0.760,1689.819
1253,132_16.tif_C2:Nucleus-C2,2.665,1610.275
1254,132_16.tif_C2:Intersection-C2,0.806,1718.568
1255,132_16.tif_C1:Nucleus-C1,2.482,1527.052
1256,132_16.tif_C1:Intersection-C1,0.806,1562.795
1257,132_17.tif_C2:Nucleus-C2,2.729,1542.134
1258,132_17.tif_C2:Intersection-C2,0.724,1569.671
1259,132_17.tif_C1:Nucleus-C1,2.226,1649.457
1260,132_17.tif_C1:Intersection-C1,0.632,1683.667
1261,132_18.tif_C2:Nucleus-C2,2.848,1512.100
1262,132_18.tif_C2:Intersection-C2,0.925,1679.832
1263,132_18.tif_C1:Nucleus-C1,2.391,1595.460
1264,132_18.tif_C1:Intersection-C1,0.852,1681.559
1265,132_19.tif_C2:Nucleus-C2,2.510,1603.179
1266,132_19.tif_C2:Intersection-C2,0.779,1702.271
1267,132_19.tif_C1:Nucleus-C1,2.629,1549.233
1268,132_19.tif_C1:Intersection-C1,0.806,1568.580
1269,132_20.tif_C2:Nucleus-C2,2.455,1593.799
1270,132_20.tif_C2:Intersection-C2,0.815,1684.180
1271,132_20.tif_C1:Nucleus-C1,2.244,1661.302
1272,132_20.tif_C1:Intersection-C1,0.788,1743.977
1273,132_21.tif_C2:Nucleus-C2,2.491,1568.184
1274,132_21.tif_C2:Intersection-C2,0.934,1733.912
1275,132_21.tif_C1:Nucleus-C1,2.253,1635.459
1276,132_21.tif_C1:Intersection-C1,0.962,1771.410
1277,14_00.tif_C2:Nucleus-C2,2.537,1826.354
1278,14_00.tif_C2:Intersection-C2,1.017,1969.937
1279,14_00.tif_C1:Nucleus-C1,2.482,1591.745
1280,14_00.tif_C1:Intersection-C1,1.026,1768.045
1281,14_01.tif_C2:Nucleus-C2,2.739,1727.776
1282,14_01.tif_C2:Intersection-C2,1.007,1791.482
1283,14_01.tif_C1:Nucleus-C1,2.922,1507.445
1284,14_01.tif_C1:Intersection-C1,0.998,1658.982
1285,14_02.tif_C2:Nucleus-C2,2.363,1831.112
1286,14_02.tif_C2:Intersection-C2,0.916,1978.790
1287,14_02.tif_C1:Nucleus-C1,2.693,1531.041
1288,14_02.tif_C1:Intersection-C1,0.971,1730.575
1289,14_03.tif_C2:Nucleus-C2,2.491,1779.768
1290,14_03.tif_C2:Intersection-C2,0.925,1946.178
1291,14_03.tif_C1:Nucleus-C1,2.629,1553.118
1292,14_03.tif_C1:Intersection-C1,0.998,1719.413
1293,14_04.tif_C2:Nucleus-C2,2.537,1802.549
1294,14_04.tif_C2:Intersection-C2,0.614,1870.866
1295,14_04.tif_C1:Nucleus-C1,2.574,1585.146
1296,14_04.tif_C1:Intersection-C1,0.724,1630.165
1297,14_05.tif_C2:Nucleus-C2,2.400,1803.920
1298,14_05.tif_C2:Intersection-C2,0.833,1844.000
1299,14_05.tif_C1:Nucleus-C1,2.665,1538.368
1300,14_05.tif_C1:Intersection-C1,0.879,1622.833
1301,14_06.tif_C2:Nucleus-C2,2.647,1715.349
1302,14_06.tif_C2:Intersection-C2,0.843,1765.761
1303,14_06.tif_C1:Nucleus-C1,2.803,1532.497
1304,14_06.tif_C1:Intersection-C1,0.898,1652.112
1305,14_07.tif_C2:Nucleus-C2,2.674,1735.716
1306,14_07.tif_C2:Intersection-C2,0.779,1884.529
1307,14_07.tif_C1:Nucleus-C1,2.427,1603.279
1308,14_07.tif_C1:Intersection-C1,0.925,1683.149
1309,14_08.tif_C2:Nucleus-C2,2.418,1787.833
1310,14_08.tif_C2:Intersection-C2,1.026,1989.304
1311,14_08.tif_C1:Nucleus-C1,2.400,1605.664
1312,14_08.tif_C1:Intersection-C1,1.007,1822.027
1313,14_09.tif_C2:Nucleus-C2,2.739,1680.535
1314,14_09.tif_C2:Intersection-C2,1.026,1932.527
1315,14_09.tif_C1:Nucleus-C1,2.693,1538.388
1316,14_09.tif_C1:Intersection-C1,1.017,1811.288
1317,14_10.tif_C2:Nucleus-C2,2.162,1793.021
1318,14_10.tif_C2:Intersection-C2,1.017,1998.730
1319,14_10.tif_C1:Nucleus-C1,2.308,1601.897
1320,14_10.tif_C1:Intersection-C1,1.026,1866.955
1321,14_11.tif_C2:Nucleus-C2,2.235,1742.992
1322,14_11.tif_C2:Intersection-C2,0.943,1948.320
1323,14_11.tif_C1:Nucleus-C1,2.116,1623.779
1324,14_11.tif_C1:Intersection-C1,1.007,1790.918
1325,14_12.tif_C2:Nucleus-C2,2.455,1703.657
1326,14_12.tif_C2:Intersection-C2,1.026,1983.464
1327,14_12.tif_C1:Nucleus-C1,2.180,1619.773
1328,14_12.tif_C1:Intersection-C1,1.026,1799.777
1329,14_13.tif_C2:Nucleus-C2,2.198,1709.858
1330,14_13.tif_C2:Intersection-C2,0.998,1926.147
1331,14_13.tif_C1:Nucleus-C1,2.180,1632.059
1332,14_13.tif_C1:Intersection-C1,1.026,1856.232
1333,14_14.tif_C2:Nucleus-C2,2.336,1665.686
1334,14_14.tif_C2:Intersection-C2,1.026,1964.554
1335,14_14.tif_C1:Nucleus-C1,2.189,1588.540
1336,14_14.tif_C1:Intersection-C1,1.026,1798.152
1337,14_15.tif_C2:Nucleus-C2,2.674,1605.500
1338,14_15.tif_C2:Intersection-C2,1.026,1947.223
1339,14_15.tif_C1:Nucleus-C1,1.914,1636.703
1340,14_15.tif_C1:Intersection-C1,1.017,1832.009
1341,14_16.tif_C2:Nucleus-C2,2.574,1612.068
1342,14_16.tif_C2:Intersection-C2,0.779,1653.353
1343,14_16.tif_C1:Nucleus-C1,2.207,1580.929
1344,14_16.tif_C1:Intersection-C1,0.595,1508.846
1345,14_17.tif_C2:Nucleus-C2,2.207,1671.378
1346,14_17.tif_C2:Intersection-C2,0.843,1769.859
1347,14_17.tif_C1:Nucleus-C1,2.400,1551.851
1348,14_17.tif_C1:Intersection-C1,0.724,1652.620
1349,14_18.tif_C2:Nucleus-C2,2.308,1604.980
1350,14_18.tif_C2:Intersection-C2,0.650,1548.338
1351,14_18.tif_C1:Nucleus-C1,2.244,1558.759
1352,14_18.tif_C1:Intersection-C1,0.467,1567.941
1353,14_19.tif_C2:Nucleus-C2,2.601,1540.968
1354,14_19.tif_C2:Intersection-C2,0.614,1491.821
1355,14_19.tif_C1:Nucleus-C1,2.583,1489.507
1356,14_19.tif_C1:Intersection-C1,0.440,1459.646
1357,14_20.tif_C2:Nucleus-C2,2.555,1555.351
1358,14_20.tif_C2:Intersection-C2,0.953,1719.010
1359,14_20.tif_C1:Nucleus-C1,2.281,1575.566
1360,14_20.tif_C1:Intersection-C1,0.797,1670.632
1361,15_00.tif_C2:Nucleus-C2,2.134,1936.695
1362,15_00.tif_C2:Intersection-C2,0.751,1958.280
1363,15_00.tif_C1:Nucleus-C1,2.711,1667.301
1364,15_00.tif_C1:Intersection-C1,0.669,1719.616
1365,15_01.tif_C2:Nucleus-C2,2.299,1817.960
1366,15_01.tif_C2:Intersection-C2,0.824,1963.567
1367,15_01.tif_C1:Nucleus-C1,2.436,1718.451
1368,15_01.tif_C1:Intersection-C1,0.614,1880.687
1369,15_02.tif_C2:Nucleus-C2,2.207,1862.183
1370,15_02.tif_C2:Intersection-C2,0.513,1745.357
1371,15_02.tif_C1:Nucleus-C1,2.391,1663.425
1372,15_02.tif_C1:Intersection-C1,0.302,1614.758
1373,15_03.tif_C2:Nucleus-C2,2.189,1806.113
1374,15_03.tif_C2:Intersection-C2,0.485,1853.528
1375,15_03.tif_C1:Nucleus-C1,2.381,1723.758
1376,15_03.tif_C1:Intersection-C1,0.394,1667.930
1377,15_04.tif_C2:Nucleus-C2,2.619,1714.189
1378,15_04.tif_C2:Intersection-C2,0.577,1585.937
1379,15_04.tif_C1:Nucleus-C1,2.134,1759.494
1380,15_04.tif_C1:Intersection-C1,0.275,1594.000
1381,15_05.tif_C2:Nucleus-C2,2.235,1807.881
1382,15_05.tif_C2:Intersection-C2,0.650,1863.648
1383,15_05.tif_C1:Nucleus-C1,2.345,1716.773
1384,15_05.tif_C1:Intersection-C1,0.531,1720.586
1385,15_06.tif_C2:Nucleus-C2,2.079,1809.264
1386,15_06.tif_C2:Intersection-C2,0.604,1803.030
1387,15_06.tif_C1:Nucleus-C1,2.363,1729.151
1388,15_06.tif_C1:Intersection-C1,0.513,1684.536
1389,15_07.tif_C2:Nucleus-C2,2.244,1779.261
1390,15_07.tif_C2:Intersection-C2,0.586,1788.500
1391,15_07.tif_C1:Nucleus-C1,2.171,1803.785
1392,15_07.tif_C1:Intersection-C1,0.430,1770.681
1393,15_08.tif_C2:Nucleus-C2,1.997,1845.794
1394,15_08.tif_C2:Intersection-C2,0.650,1860.887
1395,15_08.tif_C1:Nucleus-C1,2.162,1809.407
1396,15_08.tif_C1:Intersection-C1,0.376,1827.854
1397,15_09.tif_C2:Nucleus-C2,2.189,1753.636
1398,15_09.tif_C2:Intersection-C2,0.659,1783.875
1399,15_09.tif_C1:Nucleus-C1,2.253,1727.114
1400,15_09.tif_C1:Intersection-C1,0.421,1766.826
1401,15_10.tif_C2:Nucleus-C2,2.519,1655.036
1402,15_10.tif_C2:Intersection-C2,0.540,1583.254
1403,15_10.tif_C1:Nucleus-C1,2.317,1705.316
1404,15_10.tif_C1:Intersection-C1,0.293,1444.969
1405,15_11.tif_C2:Nucleus-C2,2.271,1683.722
1406,15_11.tif_C2:Intersection-C2,0.540,1720.407
1407,15_11.tif_C1:Nucleus-C1,2.052,1773.098
1408,15_11.tif_C1:Intersection-C1,0.376,1692.268
1409,15_12.tif_C2:Nucleus-C2,2.757,1585.937
1410,15_12.tif_C2:Intersection-C2,0.604,1537.318
1411,15_12.tif_C1:Nucleus-C1,2.226,1719.387
1412,15_12.tif_C1:Intersection-C1,0.311,1665.176
1413,15_13.tif_C2:Nucleus-C2,2.281,1677.100
1414,15_13.tif_C2:Intersection-C2,0.760,1825.542
1415,15_13.tif_C1:Nucleus-C1,2.070,1773.235
1416,15_13.tif_C1:Intersection-C1,0.540,1856.492
1417,15_14.tif_C2:Nucleus-C2,2.281,1648.767
1418,15_14.tif_C2:Intersection-C2,0.623,1708.882
1419,15_14.tif_C1:Nucleus-C1,2.253,1723.329
1420,15_14.tif_C1:Intersection-C1,0.403,1757.750
1421,15_15.tif_C2:Nucleus-C2,2.409,1625.411
1422,15_15.tif_C2:Intersection-C2,0.916,1662.930
1423,15_15.tif_C1:Nucleus-C1,2.015,1771.977
1424,15_15.tif_C1:Intersection-C1,0.577,1881.095
1425,15_16.tif_C2:Nucleus-C2,1.988,1708.641
1426,15_16.tif_C2:Intersection-C2,0.687,1822.920
1427,15_16.tif_C1:Nucleus-C1,2.226,1676.679
1428,15_16.tif_C1:Intersection-C1,0.641,1719.871
1429,15_17.tif_C2:Nucleus-C2,2.262,1608.789
1430,15_17.tif_C2:Intersection-C2,0.650,1675.296
1431,15_17.tif_C1:Nucleus-C1,2.107,1746.048
1432,15_17.tif_C1:Intersection-C1,0.577,1768.254
1433,15_18.tif_C2:Nucleus-C2,2.455,1569.082
1434,15_18.tif_C2:Intersection-C2,0.989,1657.398
1435,15_18.tif_C1:Nucleus-C1,2.024,1807.380
1436,15_18.tif_C1:Intersection-C1,0.687,1901.947
1437,15_19.tif_C2:Nucleus-C2,2.510,1567.058
1438,15_19.tif_C2:Intersection-C2,0.724,1695.089
1439,15_19.tif_C1:Nucleus-C1,2.244,1716.461
1440,15_19.tif_C1:Intersection-C1,0.550,1806.067
1441,15_20.tif_C2:Nucleus-C2,2.583,1535.628
1442,15_20.tif_C2:Intersection-C2,0.714,1607.885
1443,15_20.tif_C1:Nucleus-C1,2.427,1692.426
1444,15_20.tif_C1:Intersection-C1,0.531,1798.638
1445,16_00.tif_C2:Nucleus-C2,2.107,1310.057
1446,16_00.tif_C2:Intersection-C2,0.650,1381.577
1447,16_00.tif_C1:Nucleus-C1,2.336,1288.486
1448,16_00.tif_C1:Intersection-C1,1.017,1384.477
1449,16_01.tif_C2:Nucleus-C2,3.068,1196.794
1450,16_01.tif_C2:Intersection-C2,0.815,1274.236
1451,16_02.tif_C2:Nucleus-C2,2.317,1270.032
1452,16_02.tif_C2:Intersection-C2,0.769,1302.119
1453,16_02.tif_C1:Nucleus-C1,2.391,1216.169
1454,16_02.tif_C1:Intersection-C1,0.998,1308.688
1455,16_04.tif_C2:Nucleus-C2,2.565,1218.579
1456,16_04.tif_C2:Intersection-C2,0.980,1326.505
1457,16_04.tif_C1:Nucleus-C1,2.171,1216.684
1458,16_04.tif_C1:Intersection-C1,1.017,1385.045
1459,16_05.tif_C2:Nucleus-C2,2.729,1217.027
1460,16_05.tif_C2:Intersection-C2,0.998,1240.303
1461,16_05.tif_C1:Nucleus-C1,2.299,1252.506
1462,16_05.tif_C1:Intersection-C1,0.998,1387.982
1463,16_07.tif_C2:Nucleus-C2,2.042,1269.870
1464,16_07.tif_C2:Intersection-C2,0.760,1318.687
1465,16_07.tif_C1:Nucleus-C1,1.603,1365.354
1466,16_07.tif_C1:Intersection-C1,0.824,1468.411
1467,16_08.tif_C2:Nucleus-C2,2.006,1255.000
1468,16_08.tif_C2:Intersection-C2,0.824,1287.933
1469,16_08.tif_C1:Nucleus-C1,2.391,1218.498
1470,16_08.tif_C1:Intersection-C1,0.962,1383.114
1471,16_10.tif_C2:Nucleus-C2,2.894,1160.801
1472,16_10.tif_C2:Intersection-C2,0.742,1205.358
1473,16_10.tif_C1:Nucleus-C1,2.262,1241.287
1474,16_10.tif_C1:Intersection-C1,0.788,1320.337
1475,16_11.tif_C2:Nucleus-C2,2.794,1152.849
1476,16_11.tif_C2:Intersection-C2,0.980,1287.318
1477,16_11.tif_C1:Nucleus-C1,2.610,1197.014
1478,16_11.tif_C1:Intersection-C1,0.980,1355.402
1479,16_12.tif_C2:Nucleus-C2,2.006,1218.005
1480,16_12.tif_C2:Intersection-C2,0.888,1328.258
1481,16_13.tif_C2:Nucleus-C2,2.143,1206.821
1482,16_13.tif_C2:Intersection-C2,0.824,1353.144
1483,16_13.tif_C1:Nucleus-C1,1.795,1295.980
1484,16_13.tif_C1:Intersection-C1,0.623,1359.485
1485,16_15.tif_C2:Nucleus-C2,2.565,1143.036
1486,16_15.tif_C2:Intersection-C2,0.925,1194.485
1487,16_15.tif_C1:Nucleus-C1,1.676,1318.874
1488,16_15.tif_C1:Intersection-C1,0.568,1293.113
1489,16_16.tif_C2:Nucleus-C2,2.647,1145.433
1490,16_16.tif_C2:Intersection-C2,0.742,1232.062
1491,16_16.tif_C1:Nucleus-C1,1.969,1251.791
1492,16_16.tif_C1:Intersection-C1,0.485,1277.075
1493,16_17.tif_C2:Nucleus-C2,2.619,1121.224
1494,16_17.tif_C2:Intersection-C2,0.861,1179.819
1495,16_17.tif_C1:Nucleus-C1,1.960,1280.893
1496,16_17.tif_C1:Intersection-C1,0.641,1320.671
1497,16_19.tif_C2:Nucleus-C2,2.290,1142.528
1498,16_19.tif_C2:Intersection-C2,0.760,1220.747
1499,16_19.tif_C1:Nucleus-C1,2.519,1168.382
1500,16_19.tif_C1:Intersection-C1,0.788,1266.988
1501,16_20.tif_C2:Nucleus-C2,2.427,1133.951
1502,16_20.tif_C2:Intersection-C2,0.815,1225.225
1503,16_20.tif_C1:Nucleus-C1,2.400,1185.282
1504,16_20.tif_C1:Intersection-C1,0.632,1255.928
1505,17_03.tif_C2:Nucleus-C2,3.746,1566.083
1506,17_03.tif_C2:Intersection-C2,0.980,1742.916
1507,17_03.tif_C1:Nucleus-C1,2.226,1574.506
1508,17_03.tif_C1:Intersection-C1,1.017,1768.468
1509,17_04.tif_C2:Nucleus-C2,3.160,1561.171
1510,17_04.tif_C2:Intersection-C2,0.888,1780.897
1511,17_05.tif_C2:Nucleus-C2,3.508,1611.141
1512,17_05.tif_C2:Intersection-C2,0.980,1719.794
1513,17_09.tif_C2:Nucleus-C2,2.610,1732.779
1514,17_09.tif_C2:Intersection-C2,0.852,1716.247
1515,17_11.tif_C2:Nucleus-C2,3.480,1536.461
1516,17_11.tif_C2:Intersection-C2,0.861,1699.670
1517,17_13.tif_C2:Nucleus-C2,3.645,1496.530
1518,17_13.tif_C2:Intersection-C2,0.916,1615.390
1519,17_13.tif_C1:Nucleus-C1,3.096,1444.107
1520,17_13.tif_C1:Intersection-C1,1.026,1747.661
1521,17_14.tif_C2:Nucleus-C2,3.425,1533.414
1522,17_14.tif_C2:Intersection-C2,0.852,1608.204
1523,17_15.tif_C2:Nucleus-C2,3.728,1465.609
1524,17_15.tif_C2:Intersection-C2,0.907,1515.808
1525,17_15.tif_C1:Nucleus-C1,3.755,1364.295
1526,17_15.tif_C1:Intersection-C1,1.026,1619.330
1527,17_16.tif_C2:Nucleus-C2,3.572,1481.444
1528,17_16.tif_C2:Intersection-C2,0.815,1581.427
1529,17_18.tif_C2:Nucleus-C2,2.940,1512.383
1530,17_18.tif_C2:Intersection-C2,0.531,1505.379
1531,17_20.tif_C2:Nucleus-C2,4.241,1303.924
1532,17_20.tif_C2:Intersection-C2,1.026,1470.393
1533,17_20.tif_C1:Nucleus-C1,2.317,1503.984
1534,17_20.tif_C1:Intersection-C1,0.980,1708.692
1535,18_00.tif_C2:Nucleus-C2,1.759,2237.880
1536,18_00.tif_C2:Intersection-C2,0.504,2292.091
1537,18_00.tif_C1:Nucleus-C1,3.425,1272.123
1538,18_00.tif_C1:Intersection-C1,0.843,1406.793
1539,18_01.tif_C2:Nucleus-C2,2.006,2124.475
1540,18_01.tif_C2:Intersection-C2,0.559,2132.049
1541,18_01.tif_C1:Nucleus-C1,3.783,1248.893
1542,18_01.tif_C1:Intersection-C1,0.888,1325.186
1543,18_02.tif_C2:Nucleus-C2,1.804,2179.437
1544,18_02.tif_C2:Intersection-C2,0.614,2245.851
1545,18_02.tif_C1:Nucleus-C1,3.059,1298.389
1546,18_02.tif_C1:Intersection-C1,0.925,1378.950
1547,18_03.tif_C2:Nucleus-C2,2.116,2020.905
1548,18_03.tif_C2:Intersection-C2,0.623,2122.029
1549,18_03.tif_C1:Nucleus-C1,3.581,1254.353
1550,18_03.tif_C1:Intersection-C1,0.843,1362.837
1551,18_04.tif_C2:Nucleus-C2,1.667,2203.615
1552,18_04.tif_C2:Intersection-C2,0.779,2258.882
1553,18_04.tif_C1:Nucleus-C1,3.572,1248.331
1554,18_04.tif_C1:Intersection-C1,0.714,1431.577
1555,18_05.tif_C2:Nucleus-C2,1.621,2167.051
1556,18_05.tif_C2:Intersection-C2,0.559,2145.197
1557,18_05.tif_C1:Nucleus-C1,2.949,1304.885
1558,18_05.tif_C1:Intersection-C1,0.779,1445.435
1559,18_06.tif_C2:Nucleus-C2,1.713,2093.144
1560,18_06.tif_C2:Intersection-C2,0.577,2166.286
1561,18_06.tif_C1:Nucleus-C1,3.013,1285.584
1562,18_06.tif_C1:Intersection-C1,0.879,1429.167
1563,18_07.tif_C2:Nucleus-C2,1.603,2181.320
1564,18_07.tif_C2:Intersection-C2,0.476,2147.635
1565,18_07.tif_C1:Nucleus-C1,3.096,1287.938
1566,18_07.tif_C1:Intersection-C1,0.788,1461.779
1567,18_09.tif_C2:Nucleus-C2,1.731,2057.005
1568,18_09.tif_C2:Intersection-C2,0.705,2165.740
1569,18_09.tif_C1:Nucleus-C1,3.407,1286.591
1570,18_09.tif_C1:Intersection-C1,0.760,1470.410
1571,18_10.tif_C2:Nucleus-C2,1.768,2022.161
1572,18_10.tif_C2:Intersection-C2,0.595,2148.754
1573,18_10.tif_C1:Nucleus-C1,3.480,1254.945
1574,18_10.tif_C1:Intersection-C1,0.898,1405.143
1575,18_11.tif_C2:Nucleus-C2,1.694,2020.162
1576,18_11.tif_C2:Intersection-C2,0.659,2199.556
1577,18_11.tif_C1:Nucleus-C1,3.636,1246.929
1578,18_11.tif_C1:Intersection-C1,0.962,1443.210
1579,18_13.tif_C2:Nucleus-C2,2.162,1859.047
1580,18_13.tif_C2:Intersection-C2,0.678,2096.905
1581,18_13.tif_C1:Nucleus-C1,3.874,1209.768
1582,18_13.tif_C1:Intersection-C1,0.888,1399.474
1583,18_14.tif_C2:Nucleus-C2,2.061,1878.747
1584,18_14.tif_C2:Intersection-C2,0.623,2027.147
1585,18_14.tif_C1:Nucleus-C1,3.856,1214.492
